Interval	1	chr3	119957218	119989185
Interval	2	chr3	154849547	154851514
Interval	3	chr3	178877091	178879058
Interval	4	chr4	10037373	10039340
Interval	5	chr6	95305216	95327183
Interval	6	chr6	96957633	96959600
Interval	7	chr6	97130807	97190807
Interval	8	chr6	98431792	98443759
Interval	9	chr6	98850821	99095823
Interval	10	chr6	101360842	101480843
Interval	11	chr6	102163487	102175454
Interval	12	chr6	102188454	102190421
Interval	13	chr6	109905913	110280916
Interval	14	chr6	110835921	111545926
Interval	15	chr6	111945930	112105931
Interval	16	chr6	112216007	112227974
Interval	17	chr6	137954936	137956903
Interval	18	chr6	139021155	142526184
Interval	19	chr6	142917109	142979076
Interval	20	chr6	144631801	144653768
Interval	21	chr6	146799421	146821388
Interval	22	chr6	146956221	147501225
Interval	23	chr6	147886229	148576234
Interval	24	chr6	149011238	149540038
Interval	25	chr6	151272612	151294579
Interval	26	chr6	164803687	164825654
Interval	27	chr8	82814081	83949137
Interval	28	chr8	99579085	99934081
Interval	29	chr12	3654937	4089930
Interval	30	chr12	50425806	50657773
Interval	31	chr12	57575264	58955264
Interval	32	chr12	60765265	61460266
Interval	33	chr12	67145278	84684096
Interval	34	chr12	87088586	90700283
Interval	35	chr13	45669214	45671181
Interval	36	chr13	72863003	73403002
Interval	37	chr19	424984	879965
Interval	38	chr19	2524892	2884886
Interval	39	chr19	5279781	5444774
Interval	40	chr19	6939711	8434650
Interval	41	chr19	9309613	11284534
Interval	42	chr19	12065136	12107103
Interval	43	chr19	12934460	13531906
Interval	44	chr19	15178498	15200465
List of cycle segments
Segment	1	chr3	154849547	154851514
Segment	2	chr3	178877091	178879058
Segment	3	chr4	10037373	10038357
Segment	4	chr4	10037373	10039340
Segment	5	chr6	95305216	95327183
Segment	6	chr6	95306200	95327183
Segment	7	chr6	96957633	96959600
Segment	8	chr6	96957818	96958617
Segment	9	chr6	97130807	97190807
Segment	10	chr6	97133016	97190807
Segment	11	chr6	98431792	98442776
Segment	12	chr6	98431792	98443759
Segment	13	chr6	98850821	99095823
Segment	14	chr6	101360842	101480843
Segment	15	chr6	101379827	101480843
Segment	16	chr6	102163487	102175454
Segment	17	chr6	102164514	102175454
Segment	18	chr6	102188454	102189438
Segment	19	chr6	102188454	102190421
Segment	20	chr6	109905913	110280916
Segment	21	chr6	109925614	110069999
Segment	22	chr6	110835921	111545926
Segment	23	chr6	110837395	111545926
Segment	24	chr6	111945930	111966260
Segment	25	chr6	111945930	112105931
Segment	26	chr6	111974677	112086406
Segment	27	chr6	112216007	112226934
Segment	28	chr6	112224635	112226991
Segment	29	chr6	112225087	112227974
Segment	30	chr6	112225109	112226934
Segment	31	chr6	112225110	112226855
Segment	32	chr6	137954936	137956903
Segment	33	chr6	137955722	137955920
Segment	34	chr6	139021155	142178735
Segment	35	chr6	139026206	140414264
Segment	36	chr6	139028607	140084823
Segment	37	chr6	139796951	140084823
Segment	38	chr6	139947579	139947589
Segment	39	chr6	140393088	140414264
Segment	40	chr6	140393088	140778209
Segment	41	chr6	140413309	142526184
Segment	42	chr6	140879200	142526184
Segment	43	chr6	141820200	142447067
Segment	44	chr6	142444546	142525866
Segment	45	chr6	142525867	142526184
Segment	46	chr6	142917109	142979076
Segment	47	chr6	142932419	142937866
Segment	48	chr6	142938093	142943009
Segment	49	chr6	142946400	142951588
Segment	50	chr6	142951612	142979076
Segment	51	chr6	144631801	144653768
Segment	52	chr6	144647139	144652785
Segment	53	chr6	146799421	146821388
Segment	54	chr6	146813050	146820405
Segment	55	chr6	146956221	147482915
Segment	56	chr6	146956221	147501225
Segment	57	chr6	147886229	148576234
Segment	58	chr6	147888670	147924137
Segment	59	chr6	148117526	148566392
Segment	60	chr6	148567833	148573175
Segment	61	chr6	149011238	149516362
Segment	62	chr6	149012957	149028464
Segment	63	chr6	149030989	149540038
Segment	64	chr6	149537756	149539055
Segment	65	chr6	151272612	151277646
Segment	66	chr6	151273596	151294579
Segment	67	chr6	164820922	164824671
Segment	68	chr8	82814081	83949048
Segment	69	chr8	99579085	99933455
Segment	70	chr12	3654937	4089930
Segment	71	chr12	3663055	4089930
Segment	72	chr12	3664814	4089930
Segment	73	chr12	50425806	50547834
Segment	74	chr12	50542546	50547834
Segment	75	chr12	50542546	50556790
Segment	76	chr12	50542546	50657773
Segment	77	chr12	50547341	50547834
Segment	78	chr12	57575264	57937443
Segment	79	chr12	57678352	57870119
Segment	80	chr12	57678352	57946305
Segment	81	chr12	57678352	57976613
Segment	82	chr12	57828999	57946305
Segment	83	chr12	57903735	57976613
Segment	84	chr12	57903735	58259925
Segment	85	chr12	57922611	57946305
Segment	86	chr12	57937067	57937443
Segment	87	chr12	57937067	57976613
Segment	88	chr12	57995499	58107215
Segment	89	chr12	58097224	58113418
Segment	90	chr12	58169683	58181766
Segment	91	chr12	58169683	58224846
Segment	92	chr12	58169683	58288616
Segment	93	chr12	58181113	58181766
Segment	94	chr12	58181113	58224846
