Interval	1	chr1	146819200	146991315
Interval	2	chr1	147073490	147095605
Interval	3	chr1	153409503	153644502
Interval	4	chr1	154114498	154184497
Interval	5	chr1	154236488	154238603
Interval	6	chr1	154514495	154739494
Interval	7	chr1	161498302	161520417
Interval	8	chr1	161542391	161564506
Interval	9	chr1	161714436	162269432
Interval	10	chr1	162519430	162614429
Interval	11	chr1	162636692	162648807
Interval	12	chr1	171460322	171692437
Interval	13	chr1	173629339	173949338
Interval	14	chr1	180809281	180859281
Interval	15	chr1	183189262	183244262
Interval	16	chr3	116086460	116108575
Interval	17	chr4	4549384	4551499
Interval	18	chr5	663317	797055
Interval	19	chr5	1185037	1535047
Interval	20	chr5	1810056	2635082
Interval	21	chr5	6050188	6320194
Interval	22	chr5	7920312	7985561
Interval	23	chr5	9050282	11100346
Interval	24	chr5	15714394	15726509
Interval	25	chr5	16095503	16205506
Interval	26	chr5	17885551	17985552
Interval	27	chr5	19345569	19460570
Interval	28	chr6	29845842	29847957
Interval	29	chr8	51402048	51414163
Interval	30	chr8	66478277	69878318
Interval	31	chr8	94739131	95134129
Interval	32	chr8	95884120	96859112
Interval	33	chr9	136167146	136169261
Interval	34	chr12	11420673	11422788
Interval	35	chr12	25802134	25814249
Interval	36	chr12	38305252	38535252
Interval	37	chr12	39075253	39180253
Interval	38	chr12	39425253	39815253
Interval	39	chr12	44456567	44688682
Interval	40	chr12	45624187	45646302
Interval	41	chr12	45958954	46505101
Interval	42	chr12	46780257	46940257
Interval	43	chr12	47645258	47830258
Interval	44	chr12	48080258	48870258
Interval	45	chr12	49763690	50045805
Interval	46	chr12	50395259	50685259
Interval	47	chr12	54045307	54047422
Interval	48	chr12	54785262	55501167
Interval	49	chr12	55744200	55956315
Interval	50	chr12	56063258	56075373
Interval	51	chr12	56659441	56891556
Interval	52	chr12	57215263	57380263
Interval	53	chr12	57525264	58274020
Interval	54	chr12	60180265	60300265
Interval	55	chr12	61940266	62316642
Interval	56	chr12	63722219	63894334
Interval	57	chr12	64893093	64915208
Interval	58	chr12	65620268	65955268
Interval	59	chr12	66073564	66195679
Interval	60	chr12	66330269	66920269
Interval	61	chr12	67329744	67920270
Interval	62	chr12	68160270	69990271
Interval	63	chr12	70421062	70423177
Interval	64	chr12	70525346	70547461
Interval	65	chr12	71245272	71761361
Interval	66	chr12	72805273	73335273
Interval	67	chr12	75195274	75480274
Interval	68	chr12	75589138	75701253
Interval	69	chr12	75975275	76085275
Interval	70	chr12	79890277	80105277
Interval	71	chr12	80530277	80950277
Interval	72	chr12	81915278	82160278
Interval	73	chr12	82359633	82381748
Interval	74	chr12	82675278	82935279
Interval	75	chr12	82936283	83148398
Interval	76	chr12	83445279	83825279
Interval	77	chr12	84672180	84884295
Interval	78	chr12	86204257	86436372
Interval	79	chr12	87196206	87218321
Interval	80	chr12	87605281	87715281
Interval	81	chr12	87920282	88260282
Interval	82	chr12	88397512	88619627
Interval	83	chr12	88775282	89221471
Interval	84	chr12	89510283	89855283
Interval	85	chr12	90080103	90102218
Interval	86	chr12	90990804	90992919
Interval	87	chr12	91125284	91420284
Interval	88	chr12	91908899	91911014
Interval	89	chr12	91945284	92165284
Interval	90	chr12	92583018	92605133
Interval	91	chr12	92720284	92900285
Interval	92	chr12	93920285	94475285
Interval	93	chr12	96080286	96375287
Interval	94	chr12	98462244	98694359
Interval	95	chr12	99510288	99580289
Interval	96	chr12	100162495	100535289
Interval	97	chr12	101172975	101405090
Interval	98	chr12	101895290	102155290
Interval	99	chr12	102300290	102565290
Interval	100	chr12	103210983	103443098
Interval	101	chr12	103964793	103989819
Interval	102	chr12	104190291	104565291
Interval	103	chr12	104805292	105085292
Interval	104	chr12	105940292	106575293
Interval	105	chr12	107878547	108090662
Interval	106	chr12	108093022	108775294
Interval	107	chr12	109265294	109685295
Interval	108	chr12	110393536	110805651
Interval	109	chr12	111165295	111250295
Interval	110	chr12	111488991	111491106
Interval	111	chr12	111620296	111915117
Interval	112	chr12	113280297	114200297
Interval	113	chr12	114760675	114782790
Interval	114	chr12	115795298	116225298
Interval	115	chr12	116790299	117255299
Interval	116	chr12	117628629	118075299
Interval	117	chr12	119795301	119915301
Interval	118	chr12	120044854	120066969
Interval	119	chr12	120605301	121004115
Interval	120	chr12	121278445	121450560
Interval	121	chr12	123370303	123940303
Interval	122	chr12	124183744	124205859
Interval	123	chr12	124423875	124445990
Interval	124	chr12	124573742	124870303
Interval	125	chr12	125190304	125510304
Interval	126	chr12	125840830	125862945
Interval	127	chr12	127040305	127160305
Interval	128	chr12	127720745	127722860
Interval	129	chr12	128854247	130226362
Interval	130	chr12	130437988	130460103
Interval	131	chr12	131265307	131640307
Interval	132	chr12	131735308	132020308
Interval	133	chr12	132455308	132709682
Interval	134	chr15	63476784	63478899
Interval	135	chr19	39902499	39924614
Interval	136	chr19	41391665	42003118
Interval	137	chr20	15402137	15424252
Interval	138	chr21	22126545	22148660
Interval	139	chr21	30936791	31941845
Interval	140	chr21	32582255	32594370
Interval	141	chr21	34166967	34376978
Interval	142	chr21	38397204	38932227
Interval	143	chr21	41260986	41283101
Interval	144	chr21	42187405	42367414
Interval	145	chr21	42747437	42817440
Interval	146	chr21	43231639	46525181
Interval	147	chr22	29296453	29298568
Interval	148	chr22	36679152	36701267
Interval	149	chr22	50506901	50529016
List of cycle segments
Segment	1	chr1	146819200	146890258
Segment	2	chr1	146852043	146991315
Segment	3	chr1	147073490	147095605
Segment	4	chr1	147074548	147095605
Segment	5	chr1	153409503	153644502
Segment	6	chr1	153508121	153519773
Segment	7	chr1	153508121	153604412
Segment	8	chr1	153564329	153604412
Segment	9	chr1	153565725	153604412
Segment	10	chr1	153571184	153604412
Segment	11	chr1	154114498	154180953
Segment	12	chr1	154118850	154184497
Segment	13	chr1	154179300	154180953
Segment	14	chr1	154236488	154238603
Segment	15	chr1	154514495	154739494
Segment	16	chr1	154515628	154637276
Segment	17	chr1	154616301	154637276
